scenario_id,Компонент,Наименование партии,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория"
train_89,Базовое_масло_5,02229.25,94.663,160,168,-17.16,20.84,0,1
train_89,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,-17.16,20.84,0,1
train_89,Детергент_1,0432.25,13.800,160,168,-17.16,20.84,0,1
train_89,Детергент_7,03229.24,43.971,160,168,-17.16,20.84,0,1
train_89,Дисперсант_1,01191.25 для SL,27.634,160,168,-17.16,20.84,0,1
train_89,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,-17.16,20.84,0,1
train_89,Противоизносная_присадка_7,02359.22,93.926,160,168,-17.16,20.84,0,1
train_89,Соединение_молибдена_1,COMP-2023-0003-M,94.175,160,168,-17.16,20.84,0,1
train_90,Антиоксидант_2,01623.24,43.971,154,216,519.21,134.43,7,1
train_90,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,154,216,519.21,134.43,7,1
train_90,Базовое_масло_1,02228.25,86.183,154,216,519.21,134.43,7,1
train_90,Базовое_масло_1,0318.25,38.413,154,216,519.21,134.43,7,1
train_90,Базовое_масло_14,Р-10 от 13.05.2024,84.281,154,216,519.21,134.43,7,1
train_90,Базовое_масло_5,02229.25,94.663,154,216,519.21,134.43,7,1
train_90,Депрессорная_присадка_2,01190.25 для SL,43.971,154,216,519.21,134.43,7,1
train_90,Детергент_1,0432.25,13.800,154,216,519.21,134.43,7,1
train_90,Детергент_7,03229.24,43.971,154,216,519.21,134.43,7,1
train_90,Дисперсант_7,COMP-2025-0017-M,27.634,154,216,519.21,134.43,7,1
train_90,Загуститель_1,"01124.25 10,3%  2 гр",22.582,154,216,519.21,134.43,7,1
train_90,Противоизносная_присадка_7,02359.22,93.926,154,216,519.21,134.43,7,1
train_90,Соединение_молибдена_1,COMP-2023-0003-M,94.175,154,216,519.21,134.43,7,1
train_91,Антиоксидант_2,01623.24,43.971,160,168,-25.0,35.89,0,1
train_91,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,-25.0,35.89,0,1
train_91,Базовое_масло_1,02228.25,86.183,160,168,-25.0,35.89,0,1
train_91,Базовое_масло_1,0318.25,38.413,160,168,-25.0,35.89,0,1
train_91,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,-25.0,35.89,0,1
train_91,Базовое_масло_5,02229.25,94.663,160,168,-25.0,35.89,0,1
train_91,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,-25.0,35.89,0,1
train_91,Детергент_1,0432.25,13.800,160,168,-25.0,35.89,0,1
train_91,Детергент_7,03229.24,43.971,160,168,-25.0,35.89,0,1
train_91,Дисперсант_7,COMP-2025-0017-M,27.634,160,168,-25.0,35.89,0,1
train_91,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,-25.0,35.89,0,1
train_91,Противоизносная_присадка_7,02359.22,93.926,160,168,-25.0,35.89,0,1
train_91,Соединение_молибдена_1,COMP-2023-0003-M,94.175,160,168,-25.0,35.89,0,1
train_92,Антиоксидант_2,01623.24,43.971,160,168,-20.71,36.07,0,1
train_92,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,-20.71,36.07,0,1
train_92,Базовое_масло_1,02228.25,86.183,160,168,-20.71,36.07,0,1
train_92,Базовое_масло_1,0318.25,38.413,160,168,-20.71,36.07,0,1
train_92,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,-20.71,36.07,0,1
train_92,Базовое_масло_5,02229.25,94.663,160,168,-20.71,36.07,0,1
train_92,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,-20.71,36.07,0,1
train_92,Детергент_11,COMP-2025-0018-M,13.800,160,168,-20.71,36.07,0,1
train_92,Детергент_7,03229.24,43.971,160,168,-20.71,36.07,0,1
train_92,Дисперсант_4,0139.25 ол12,27.634,160,168,-20.71,36.07,0,1
train_92,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,-20.71,36.07,0,1
train_92,Противоизносная_присадка_7,02359.22,93.926,160,168,-20.71,36.07,0,1
train_92,Соединение_молибдена_1,COMP-2023-0003-M,94.175,160,168,-20.71,36.07,0,1
train_93,Антиоксидант_2,01623.24,43.971,160,168,-21.91,89.03,0,1
train_93,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,-21.91,89.03,0,1
train_93,Базовое_масло_1,02228.25,86.183,160,168,-21.91,89.03,0,1
train_93,Базовое_масло_1,0318.25,38.413,160,168,-21.91,89.03,0,1
train_93,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,-21.91,89.03,0,1
train_93,Базовое_масло_5,02229.25,94.663,160,168,-21.91,89.03,0,1
train_93,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,-21.91,89.03,0,1
train_93,Детергент_11,COMP-2025-0018-M,13.800,160,168,-21.91,89.03,0,1
train_93,Детергент_7,03229.24,43.971,160,168,-21.91,89.03,0,1
train_93,Дисперсант_2,01025.23,47.451,160,168,-21.91,89.03,0,1
train_93,Дисперсант_3,01030.23,21.197,160,168,-21.91,89.03,0,1
train_93,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,-21.91,89.03,0,1
train_93,Противоизносная_присадка_7,02359.22,93.926,160,168,-21.91,89.03,0,1
train_93,Соединение_молибдена_1,COMP-2023-0003-M,94.175,160,168,-21.91,89.03,0,1
train_94,Антиоксидант_2,01623.24,43.971,160,168,-13.31,10.22,0,1
train_94,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,-13.31,10.22,0,1
train_94,Базовое_масло_1,02228.25,86.183,160,168,-13.31,10.22,0,1
train_94,Базовое_масло_1,0318.25,38.413,160,168,-13.31,10.22,0,1
train_94,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,-13.31,10.22,0,1
train_94,Базовое_масло_5,02229.25,94.663,160,168,-13.31,10.22,0,1
train_94,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,-13.31,10.22,0,1
train_94,Детергент_12,8476.23,13.800,160,168,-13.31,10.22,0,1
train_94,Детергент_7,03229.24,43.971,160,168,-13.31,10.22,0,1
train_94,Дисперсант_7,COMP-2025-0017-M,27.634,160,168,-13.31,10.22,0,1
train_94,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,-13.31,10.22,0,1
train_94,Противоизносная_присадка_5,02975.22,93.926,160,168,-13.31,10.22,0,1
train_94,Соединение_молибдена_1,COMP-2023-0003-M,94.175,160,168,-13.31,10.22,0,1
train_95,Антиоксидант_1,01028.23,38.014,160,168,48.3,88.19,0,1
train_95,Антиоксидант_3,01198.23,17.074,160,168,48.3,88.19,0,1
train_95,Антипенная_присадка_1,из ЦП 15.11.2022,3.991,160,168,48.3,88.19,0,1
train_95,Базовое_масло_1,01044.23,77.878,160,168,48.3,88.19,0,1
train_95,Базовое_масло_16,25721.17,84.281,160,168,48.3,88.19,0,1
train_95,Базовое_масло_2,071.23,30.482,160,168,48.3,88.19,0,1
train_95,Базовое_масло_2,071.23,67.016,160,168,48.3,88.19,0,1
train_95,Базовое_масло_3,0444.23,59.943,160,168,48.3,88.19,0,1
train_95,Базовое_масло_7,01045.23,78.927,160,168,48.3,88.19,0,1
train_95,Депрессорная_присадка_2,п.60 от 12.01.2023,38.014,160,168,48.3,88.19,0,1
train_95,Детергент_1,из 328 р-р 01295.23,29.196,160,168,48.3,88.19,0,1
train_95,Детергент_16,COMP-2023-0005-M,50.431,160,168,48.3,88.19,0,1
train_95,Детергент_7,синтетический,8.534,160,168,48.3,88.19,0,1
train_95,Дисперсант_3,01030.23,74.119,160,168,48.3,88.19,0,1
train_95,Дисперсант_9,02718.22,31.092,160,168,48.3,88.19,0,1
train_95,Загуститель_1,0488.23,50.826,160,168,48.3,88.19,0,1
train_95,Противоизносная_присадка_2,01026.23,93.926,160,168,48.3,88.19,0,1
train_96,Антиоксидант_1,01028.23,17.074,160,168,1.86,78.95,0,1
train_96,Антиоксидант_3,01198.23,43.971,160,168,1.86,78.95,0,1
train_96,Антипенная_присадка_1,из ЦП 19.09.23,3.991,160,168,1.86,78.95,0,1
train_96,Базовое_масло_1,03004.23,77.878,160,168,1.86,78.95,0,1
train_96,Базовое_масло_14,из ЦП 19.09.23г,84.281,160,168,1.86,78.95,0,1
train_96,Базовое_масло_2,03275.23,30.482,160,168,1.86,78.95,0,1
train_96,Базовое_масло_2,03275.23,8.912,160,168,1.86,78.95,0,1
train_96,Базовое_масло_3,03003.23,59.943,160,168,1.86,78.95,0,1
train_96,Базовое_масло_7,03276.23,33.644,160,168,1.86,78.95,0,1
train_96,Депрессорная_присадка_2,п.14 (2023г),38.014,160,168,1.86,78.95,0,1
train_96,Детергент_1,03203.23,58.693,160,168,1.86,78.95,0,1
train_96,Детергент_3,01714.24,93.926,160,168,1.86,78.95,0,1
train_96,Детергент_7,синтетический,8.534,160,168,1.86,78.95,0,1
train_96,Дисперсант_2,01025.23,21.197,160,168,1.86,78.95,0,1
train_96,Дисперсант_3,01030.23,74.119,160,168,1.86,78.95,0,1
train_96,Загуститель_1,0488.23,50.826,160,168,1.86,78.95,0,1
train_96,Противоизносная_присадка_2,01026.23,93.926,160,168,1.86,78.95,0,1
train_97,Антиоксидант_1,01028.23,17.074,160,168,33.0,97.44,0,1
train_97,Антиоксидант_3,01198.23,43.971,160,168,33.0,97.44,0,1
train_97,Антипенная_присадка_1,из ЦП 19.09.23,3.991,160,168,33.0,97.44,0,1
train_97,Базовое_масло_1,0766.24,51.239,160,168,33.0,97.44,0,1
train_97,Базовое_масло_1,0766.24,86.270,160,168,33.0,97.44,0,1
train_97,Базовое_масло_14,из ЦП 19.09.23г,84.281,160,168,33.0,97.44,0,1
train_97,Базовое_масло_2,0407.24,10.215,160,168,33.0,97.44,0,1
train_97,Базовое_масло_7,0763.24,50.185,160,168,33.0,97.44,0,1
train_97,Депрессорная_присадка_2,п.14 (2023г),38.014,160,168,33.0,97.44,0,1
train_97,Детергент_1,03203.23,13.134,160,168,33.0,97.44,0,1
train_97,Детергент_3,01714.24,0.295,160,168,33.0,97.44,0,1
train_97,Детергент_5,02138.23,0.422,160,168,33.0,97.44,0,1
train_97,Дисперсант_2,01025.23,62.199,160,168,33.0,97.44,0,1
train_97,Дисперсант_3,01030.23,14.828,160,168,33.0,97.44,0,1
train_97,Загуститель_1,0488.23,50.826,160,168,33.0,97.44,0,1
train_97,Противоизносная_присадка_2,01026.23,93.926,160,168,33.0,97.44,0,1
train_98,Антиоксидант_1,01028.23,19.162,160,168,11.52,85.8,0,1
train_98,Антиоксидант_3,01198.23,17.074,160,168,11.52,85.8,0,1
train_98,Антипенная_присадка_1,из ЦП 19.09.23,3.991,160,168,11.52,85.8,0,1
train_98,Базовое_масло_1,0766.24,51.239,160,168,11.52,85.8,0,1
train_98,Базовое_масло_1,0766.24,56.087,160,168,11.52,85.8,0,1
train_98,Базовое_масло_14,из ЦП 19.09.23г,84.281,160,168,11.52,85.8,0,1
train_98,Базовое_масло_2,0407.24,10.215,160,168,11.52,85.8,0,1
train_98,Базовое_масло_7,0763.24,50.185,160,168,11.52,85.8,0,1
train_98,Депрессорная_присадка_2,п.14 (2023г),38.014,160,168,11.52,85.8,0,1
train_98,Детергент_1,03203.23,63.106,160,168,11.52,85.8,0,1
train_98,Детергент_3,01714.24,0.295,160,168,11.52,85.8,0,1
train_98,Детергент_5,02138.23,0.422,160,168,11.52,85.8,0,1
train_98,Дисперсант_2,01025.23,62.199,160,168,11.52,85.8,0,1
train_98,Дисперсант_3,01030.23,14.828,160,168,11.52,85.8,0,1
train_98,Загуститель_1,0488.23,50.826,160,168,11.52,85.8,0,1
train_98,Противоизносная_присадка_1,01296.23,26.931,160,168,11.52,85.8,0,1
train_98,Противоизносная_присадка_2,01026.23,0.422,160,168,11.52,85.8,0,1
train_99,Антиоксидант_1,01028.23,17.074,160,168,62.3,96.92,0,1
train_99,Антиоксидант_4,01050.22,26.931,160,168,62.3,96.92,0,1
train_99,Антипенная_присадка_1,12 от 13.05.2024,3.991,160,168,62.3,96.92,0,1
train_99,Базовое_масло_1,01509.24,59.574,160,168,62.3,96.92,0,1
train_99,Базовое_масло_1,01509.24,72.314,160,168,62.3,96.92,0,1
train_99,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,62.3,96.92,0,1
train_99,Базовое_масло_2,01510.24,84.276,160,168,62.3,96.92,0,1
train_99,Базовое_масло_7,01511.24,45.676,160,168,62.3,96.92,0,1
train_99,Депрессорная_присадка_2,п.60 от 12.01.2023,56.357,160,168,62.3,96.92,0,1
train_99,Детергент_1,03203.23,92.177,160,168,62.3,96.92,0,1
train_99,Детергент_3,01714.24,0.295,160,168,62.3,96.92,0,1
train_99,Детергент_5,02138.23,56.357,160,168,62.3,96.92,0,1
train_99,Дисперсант_2,01025.23,31.760,160,168,62.3,96.92,0,1
train_99,Дисперсант_3,01030.23,0.422,160,168,62.3,96.92,0,1
train_99,Загуститель_1,01076.24 10% в HVI-4,50.826,160,168,62.3,96.92,0,1
train_99,Противоизносная_присадка_21,01578.24,29.901,160,168,62.3,96.92,0,1
train_100,Антиоксидант_1,01196.25 для SL,17.074,150,168,157.99,105.26,7,1
train_100,Антиоксидант_3,01194.25 для SL,26.931,150,168,157.99,105.26,7,1
train_100,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,168,157.99,105.26,7,1
train_100,Базовое_масло_1,0318.25,38.413,150,168,157.99,105.26,7,1
train_100,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,168,157.99,105.26,7,1
train_100,Базовое_масло_4,01209.25 для SL,26.002,150,168,157.99,105.26,7,1
train_100,Базовое_масло_8,01208.25 для SL,33.076,150,168,157.99,105.26,7,1
train_100,Депрессорная_присадка_2,01190.25 для SL,43.971,150,168,157.99,105.26,7,1
train_100,Детергент_1,0432.25,92.177,150,168,157.99,105.26,7,1
train_100,Детергент_3,01714.24,0.295,150,168,157.99,105.26,7,1
train_100,Детергент_7,03229.24,56.357,150,168,157.99,105.26,7,1
train_100,Дисперсант_2,01025.23,31.760,150,168,157.99,105.26,7,1
train_100,Дисперсант_3,01030.23,0.422,150,168,157.99,105.26,7,1
train_100,Загуститель_1,"01124.25 10,3%  2 гр",22.582,150,168,157.99,105.26,7,1
train_100,Противоизносная_присадка_2,01021.25,0.295,150,168,157.99,105.26,7,1
train_101,Антиоксидант_1,01196.25 для SL,17.074,150,216,241.52,126.73,7,1
train_101,Антиоксидант_3,01194.25 для SL,26.931,150,216,241.52,126.73,7,1
train_101,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,216,241.52,126.73,7,1
train_101,Базовое_масло_1,0318.25,38.413,150,216,241.52,126.73,7,1
train_101,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,216,241.52,126.73,7,1
train_101,Базовое_масло_4,01209.25 для SL,26.002,150,216,241.52,126.73,7,1
train_101,Базовое_масло_8,01208.25 для SL,33.076,150,216,241.52,126.73,7,1
train_101,Депрессорная_присадка_2,01190.25 для SL,43.971,150,216,241.52,126.73,7,1
train_101,Детергент_1,0432.25,92.177,150,216,241.52,126.73,7,1
train_101,Детергент_3,01714.24,0.295,150,216,241.52,126.73,7,1
train_101,Детергент_7,03229.24,56.357,150,216,241.52,126.73,7,1
train_101,Дисперсант_2,01025.23,31.760,150,216,241.52,126.73,7,1
train_101,Дисперсант_3,01030.23,0.422,150,216,241.52,126.73,7,1
train_101,Загуститель_1,"01124.25 10,3%  2 гр",22.582,150,216,241.52,126.73,7,1
train_101,Противоизносная_присадка_2,01021.25,0.295,150,216,241.52,126.73,7,1
train_102,Антиоксидант_3,01194.25 для SL,38.014,150,168,552.67,86.92,7,1
train_102,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,168,552.67,86.92,7,1
train_102,Базовое_масло_1,0318.25,38.413,150,168,552.67,86.92,7,1
train_102,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,168,552.67,86.92,7,1
train_102,Базовое_масло_4,01209.25 для SL,63.585,150,168,552.67,86.92,7,1
train_102,Базовое_масло_8,01208.25 для SL,1.020,150,168,552.67,86.92,7,1
train_102,Депрессорная_присадка_2,01190.25 для SL,43.971,150,168,552.67,86.92,7,1
train_102,Детергент_1,0432.25,13.800,150,168,552.67,86.92,7,1
train_102,Детергент_7,03229.24,43.971,150,168,552.67,86.92,7,1
train_102,Дисперсант_1,01191.25 для SL,74.243,150,168,552.67,86.92,7,1
train_102,Загуститель_1,"01124.25 10,3%  2 гр",22.582,150,168,552.67,86.92,7,1
train_102,Противоизносная_присадка_5,02975.22,93.926,150,168,552.67,86.92,7,1
train_102,Соединение_молибдена_1,COMP-2023-0003-M,12.301,150,168,552.67,86.92,7,1
train_103,Антиоксидант_3,01194.25 для SL,38.014,160,168,10.67,10.6,7,1
train_103,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,10.67,10.6,7,1
train_103,Базовое_масло_1,0318.25,38.413,160,168,10.67,10.6,7,1
train_103,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,10.67,10.6,7,1
train_103,Базовое_масло_4,01209.25 для SL,63.585,160,168,10.67,10.6,7,1
train_103,Базовое_масло_8,01208.25 для SL,1.020,160,168,10.67,10.6,7,1
train_103,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,10.67,10.6,7,1
train_103,Детергент_1,0432.25,13.800,160,168,10.67,10.6,7,1
train_103,Детергент_7,03229.24,43.971,160,168,10.67,10.6,7,1
train_103,Дисперсант_1,01191.25 для SL,74.243,160,168,10.67,10.6,7,1
train_103,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,10.67,10.6,7,1
train_103,Противоизносная_присадка_5,02975.22,93.926,160,168,10.67,10.6,7,1
train_103,Соединение_молибдена_1,COMP-2023-0003-M,12.301,160,168,10.67,10.6,7,1
train_104,Антиоксидант_2,01623.24,38.014,160,168,11.36,11.48,7,1
train_104,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,11.36,11.48,7,1
train_104,Базовое_масло_1,0318.25,38.413,160,168,11.36,11.48,7,1
train_104,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,11.36,11.48,7,1
train_104,Базовое_масло_4,01209.25 для SL,63.585,160,168,11.36,11.48,7,1
train_104,Базовое_масло_8,01208.25 для SL,80.473,160,168,11.36,11.48,7,1
train_104,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,11.36,11.48,7,1
train_104,Детергент_1,0432.25,62.581,160,168,11.36,11.48,7,1
train_104,Детергент_23,01195.25 для SL,66.350,160,168,11.36,11.48,7,1
train_104,Детергент_3,48670.24,43.971,160,168,11.36,11.48,7,1
train_104,Дисперсант_1,01191.25 для SL,74.243,160,168,11.36,11.48,7,1
train_104,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,11.36,11.48,7,1
train_104,Противоизносная_присадка_5,02975.22,93.926,160,168,11.36,11.48,7,1
train_104,Соединение_молибдена_1,COMP-2023-0003-M,12.301,160,168,11.36,11.48,7,1
train_105,Антиоксидант_2,01623.24,38.014,160,168,11.08,10.1,7,1
train_105,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,11.08,10.1,7,1
train_105,Базовое_масло_1,0318.25,38.413,160,168,11.08,10.1,7,1
train_105,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,11.08,10.1,7,1
train_105,Базовое_масло_4,01209.25 для SL,63.585,160,168,11.08,10.1,7,1
train_105,Базовое_масло_8,01208.25 для SL,66.832,160,168,11.08,10.1,7,1
train_105,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,11.08,10.1,7,1
train_105,Детергент_1,0432.25,19.065,160,168,11.08,10.1,7,1
train_105,Дисперсант_1,01191.25 для SL,74.243,160,168,11.08,10.1,7,1
train_105,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,11.08,10.1,7,1
train_105,Противоизносная_присадка_5,02975.22,93.926,160,168,11.08,10.1,7,1
train_105,Соединение_молибдена_1,COMP-2023-0003-M,12.301,160,168,11.08,10.1,7,1
train_106,Антиоксидант_2,01623.24,38.014,150,168,861.54,84.25,7,1
train_106,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,168,861.54,84.25,7,1
train_106,Базовое_масло_1,0318.25,38.413,150,168,861.54,84.25,7,1
train_106,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,168,861.54,84.25,7,1
train_106,Базовое_масло_4,01209.25 для SL,18.485,150,168,861.54,84.25,7,1
train_106,Базовое_масло_8,01208.25 для SL,52.846,150,168,861.54,84.25,7,1
train_106,Депрессорная_присадка_2,01190.25 для SL,43.971,150,168,861.54,84.25,7,1
train_106,Детергент_1,0432.25,31.092,150,168,861.54,84.25,7,1
train_106,Дисперсант_1,01191.25 для SL,74.243,150,168,861.54,84.25,7,1
train_106,Загуститель_1,"01124.25 10,3%  2 гр",22.582,150,168,861.54,84.25,7,1
train_106,Противоизносная_присадка_5,02975.22,93.926,150,168,861.54,84.25,7,1
train_106,Соединение_молибдена_1,COMP-2023-0003-M,12.301,150,168,861.54,84.25,7,1
train_107,Антиоксидант_2,01623.24,38.014,150,216,1763.34,95.47,7,1
train_107,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,216,1763.34,95.47,7,1
train_107,Базовое_масло_1,0318.25,38.413,150,216,1763.34,95.47,7,1
train_107,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,216,1763.34,95.47,7,1
train_107,Базовое_масло_4,01209.25 для SL,18.485,150,216,1763.34,95.47,7,1
train_107,Базовое_масло_8,01208.25 для SL,52.846,150,216,1763.34,95.47,7,1
train_107,Депрессорная_присадка_2,01190.25 для SL,43.971,150,216,1763.34,95.47,7,1
train_107,Детергент_1,0432.25,31.092,150,216,1763.34,95.47,7,1
train_107,Дисперсант_1,01191.25 для SL,74.243,150,216,1763.34,95.47,7,1
train_107,Загуститель_1,"01124.25 10,3%  2 гр",22.582,150,216,1763.34,95.47,7,1
train_107,Противоизносная_присадка_5,02975.22,93.926,150,216,1763.34,95.47,7,1
train_107,Соединение_молибдена_1,COMP-2023-0003-M,12.301,150,216,1763.34,95.47,7,1
train_108,Антиоксидант_2,01623.24,38.014,160,168,11.68,11.28,7,1
train_108,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,11.68,11.28,7,1
train_108,Базовое_масло_1,0318.25,38.413,160,168,11.68,11.28,7,1
train_108,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,11.68,11.28,7,1
train_108,Базовое_масло_4,01209.25 для SL,18.485,160,168,11.68,11.28,7,1
train_108,Базовое_масло_8,01208.25 для SL,52.846,160,168,11.68,11.28,7,1
train_108,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,11.68,11.28,7,1
train_108,Детергент_1,0432.25,31.092,160,168,11.68,11.28,7,1
train_108,Дисперсант_1,01191.25 для SL,74.243,160,168,11.68,11.28,7,1
train_108,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,11.68,11.28,7,1
train_108,Противоизносная_присадка_5,02975.22,93.926,160,168,11.68,11.28,7,1
train_108,Соединение_молибдена_1,COMP-2023-0003-M,12.301,160,168,11.68,11.28,7,1
train_109,Антиоксидант_2,01623.24,38.014,150,168,178.68,92.78,7,1
train_109,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,168,178.68,92.78,7,1
train_109,Базовое_масло_1,0318.25,38.413,150,168,178.68,92.78,7,1
train_109,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,168,178.68,92.78,7,1
train_109,Базовое_масло_4,01209.25 для SL,3.668,150,168,178.68,92.78,7,1
train_109,Базовое_масло_8,01208.25 для SL,99.613,150,168,178.68,92.78,7,1
train_109,Депрессорная_присадка_2,01190.25 для SL,43.971,150,168,178.68,92.78,7,1
train_109,Детергент_1,0432.25,31.092,150,168,178.68,92.78,7,1
train_109,Дисперсант_2,01025.23,93.926,150,168,178.68,92.78,7,1
train_109,Дисперсант_3,01030.23,8.348,150,168,178.68,92.78,7,1
train_109,Загуститель_1,"01124.25 10,3%  2 гр",22.582,150,168,178.68,92.78,7,1
train_109,Противоизносная_присадка_5,02975.22,93.926,150,168,178.68,92.78,7,1
train_109,Соединение_молибдена_1,COMP-2023-0003-M,12.301,150,168,178.68,92.78,7,1
train_110,Антиоксидант_2,01623.24,38.014,150,216,775.51,107.79,7,1
train_110,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,216,775.51,107.79,7,1
train_110,Базовое_масло_1,0318.25,38.413,150,216,775.51,107.79,7,1
train_110,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,216,775.51,107.79,7,1
train_110,Базовое_масло_4,01209.25 для SL,3.668,150,216,775.51,107.79,7,1
train_110,Базовое_масло_8,01208.25 для SL,99.613,150,216,775.51,107.79,7,1
train_110,Депрессорная_присадка_2,01190.25 для SL,43.971,150,216,775.51,107.79,7,1
train_110,Детергент_1,0432.25,31.092,150,216,775.51,107.79,7,1
train_110,Дисперсант_2,01025.23,93.926,150,216,775.51,107.79,7,1
train_110,Дисперсант_3,01030.23,8.348,150,216,775.51,107.79,7,1
train_110,Загуститель_1,"01124.25 10,3%  2 гр",22.582,150,216,775.51,107.79,7,1
train_110,Противоизносная_присадка_5,02975.22,93.926,150,216,775.51,107.79,7,1
train_110,Соединение_молибдена_1,COMP-2023-0003-M,12.301,150,216,775.51,107.79,7,1
train_111,Антиоксидант_2,01623.24,38.014,160,168,12.98,8.58,7,1
train_111,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,160,168,12.98,8.58,7,1
train_111,Базовое_масло_1,0318.25,38.413,160,168,12.98,8.58,7,1
train_111,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,12.98,8.58,7,1
train_111,Базовое_масло_4,01209.25 для SL,3.668,160,168,12.98,8.58,7,1
train_111,Базовое_масло_8,01208.25 для SL,99.613,160,168,12.98,8.58,7,1
train_111,Депрессорная_присадка_2,01190.25 для SL,43.971,160,168,12.98,8.58,7,1
train_111,Детергент_1,0432.25,31.092,160,168,12.98,8.58,7,1
train_111,Дисперсант_2,01025.23,93.926,160,168,12.98,8.58,7,1
train_111,Дисперсант_3,01030.23,8.348,160,168,12.98,8.58,7,1
train_111,Загуститель_1,"01124.25 10,3%  2 гр",22.582,160,168,12.98,8.58,7,1
train_111,Противоизносная_присадка_5,02975.22,93.926,160,168,12.98,8.58,7,1
train_111,Соединение_молибдена_1,COMP-2023-0003-M,12.301,160,168,12.98,8.58,7,1
train_112,Антиоксидант_2,01623.24,38.014,150,168,65.88,88.46,7,1
train_112,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,168,65.88,88.46,7,1
train_112,Базовое_масло_1,0318.25,38.413,150,168,65.88,88.46,7,1
train_112,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,168,65.88,88.46,7,1
train_112,Базовое_масло_4,01209.25 для SL,30.503,150,168,65.88,88.46,7,1
train_112,Базовое_масло_8,01208.25 для SL,53.710,150,168,65.88,88.46,7,1
train_112,Депрессорная_присадка_2,01190.25 для SL,43.971,150,168,65.88,88.46,7,1
train_112,Детергент_1,0432.25,31.092,150,168,65.88,88.46,7,1
train_112,Дисперсант_2,01025.23,73.846,150,168,65.88,88.46,7,1
train_112,Дисперсант_3,01030.23,74.243,150,168,65.88,88.46,7,1
